name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
AFMarkov1_70_50_15,70,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,48,160,0,0,0,0,0,0,0,11,7,
AFMarkov1_70_50_70,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_70_50_95,70,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_70_500_15,70,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_70_500_70,70,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_70_500_95,70,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_1_15,80,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050,13179,37,0,0,0,0,30403,342010,1690711,1559036,289,0,0,102360,410423,12123733,45087646,16579797,609521,6,212473,9581890,41871521,66903879,131711454,19500935,1007391,61917,4119591,130370996,1821507627,484638757,27289441,6687806,
AFMarkov1_80_1_70,80,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050,13179,37,0,0,0,0,30398,342010,1690711,1559036,289,0,0,3597,365338,12122500,45087646,16579797,609521,6,253,30038,1681484,58288990,131701179,19500935,1007391,21,2294,139948,5433466,19817485,23994267,6687110,
AFMarkov1_80_1_95,80,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5986,13179,37,0,0,0,0,326,57353,1667316,1559036,289,0,0,2,1105,123500,7045402,16384654,609521,6,0,18,2483,187921,1352630,3099384,995572,0,0,33,3873,30406,78397,65963,
AFMarkov1_80_5_15,80,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,864,25,0,0,0,0,239,11351,21641,128347,289,0,0,9605,37180,95134,1792792,215600,38236,6,588,116110,3867138,6510401,1023105,688485,11340,113,8478,368099,21175580,45968683,2433771,51624,
AFMarkov1_80_5_70,80,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,864,25,0,0,0,0,233,11351,21641,128347,289,0,0,3,431,93795,1792792,215600,38236,6,0,19,1382,65397,1011914,688485,11340,0,2,138,4998,19515,28850,50842,
AFMarkov1_80_5_95,80,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,864,25,0,0,0,0,0,8,11634,128347,289,0,0,0,0,0,809,113261,38236,6,0,0,0,0,1,412,9774,0,0,0,0,0,0,0,
AFMarkov1_80_10_15,80,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,2,0,0,0,0,13,621,703,1689,37,0,0,607,7402,3679,89763,7397,956,6,81,6320,262104,1211765,34981,35759,270,20,1326,44116,1152515,3114755,454905,2100,
AFMarkov1_80_10_70,80,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,2,0,0,0,0,7,621,703,1689,37,0,0,0,18,2342,89763,7397,956,6,0,0,46,2672,23776,35759,270,0,0,3,188,677,970,1313,
AFMarkov1_80_10_95,80,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,53,1689,37,0,0,0,0,0,0,422,956,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_15_15,80,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,74,145,66,1,0,0,177,2276,1347,8219,1245,15,0,24,1905,73998,318389,11230,4087,45,5,392,14173,353148,869489,136584,721,
AFMarkov1_80_15_70,80,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,74,145,66,1,0,0,0,0,160,8219,1245,15,0,0,0,0,26,1411,4087,45,0,0,0,0,1,11,64,
AFMarkov1_80_15_95,80,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_20_15,80,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,0,0,0,37,791,685,576,322,0,0,1,133,18962,146690,5873,221,15,0,0,94,22843,215741,56441,268,
AFMarkov1_80_20_70,80,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,8,576,322,0,0,0,0,0,0,70,221,15,0,0,0,0,0,0,1,
AFMarkov1_80_20_95,80,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_50_15,80,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
AFMarkov1_80_50_70,80,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_50_95,80,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_500_15,80,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_500_70,80,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_80_500_95,80,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_1_15,90,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978,12320,13,0,0,0,0,30361,336423,1671643,1433360,0,0,0,94476,376007,12096665,44182370,16387511,572153,0,212468,9533091,38623953,60850097,131406446,19144470,997285,61917,4119591,130369090,1812972888,445575626,25026565,6680020,
AFMarkov1_90_1_70,90,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978,12320,13,0,0,0,0,30361,336423,1671643,1433360,0,0,0,3597,365338,12096665,44182370,16387511,572153,0,253,30038,1681484,58288802,131406379,19144470,997285,21,2294,139948,5433466,19817485,23994173,6680004,
AFMarkov1_90_1_95,90,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,12320,13,0,0,0,0,326,57353,1656718,1433360,0,0,0,2,1105,123500,7044729,16281603,572153,0,0,18,2483,187921,1352630,3099281,986610,0,0,33,3873,30406,78397,65963,
AFMarkov1_90_5_15,90,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,72,718,1110,2671,0,0,0,880,1572,27210,106595,10666,868,0,581,51297,364927,232234,293434,49780,841,113,8478,362195,9967178,4204343,89841,17980,
AFMarkov1_90_5_70,90,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,72,718,1110,2671,0,0,0,3,419,27210,106595,10666,868,0,0,19,1382,64030,293366,49780,841,0,2,138,4998,19515,28221,17964,
AFMarkov1_90_5_95,90,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,0,8,1036,2671,0,0,0,0,0,0,688,10210,868,0,0,0,0,0,1,309,812,0,0,0,0,0,0,0,
AFMarkov1_90_10_15,90,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,34,80,0,0,0,263,1069,1408,14962,275,28,0,81,5774,102814,148965,14393,5118,6,20,1326,44116,1042164,1201901,53642,706,
AFMarkov1_90_10_70,90,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,34,80,0,0,0,0,18,1408,14962,275,28,0,0,0,46,2672,14325,5118,6,0,0,3,188,677,970,690,
AFMarkov1_90_10_95,90,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_15_15,90,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,82,295,69,1366,18,0,0,24,1737,26143,38104,701,494,2,5,392,14173,325779,301924,13960,54,
AFMarkov1_90_15_70,90,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,69,1366,18,0,0,0,0,0,26,633,494,2,0,0,0,0,1,11,38,
AFMarkov1_90_15_95,90,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_20_15,90,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,155,5,154,6,0,0,1,127,7936,24504,102,46,2,0,0,94,21604,89281,8831,16,
AFMarkov1_90_20_70,90,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,154,6,0,0,0,0,0,0,34,46,2,0,0,0,0,0,0,0,
AFMarkov1_90_20_95,90,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_50_15,90,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_50_70,90,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_50_95,90,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_500_15,90,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_500_70,90,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_90_500_95,90,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_1_15,95,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978,12320,13,0,0,0,0,30360,336394,1671617,1433280,0,0,0,94312,375025,12096435,44177343,16387281,572125,0,212468,9531739,38547632,60716895,131403912,19143190,997282,61917,4119591,130368983,1812714786,444651468,24978720,6679948,
AFMarkov1_95_1_70,95,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978,12320,13,0,0,0,0,30360,336394,1671617,1433280,0,0,0,3597,365338,12096435,44177343,16387281,572125,0,253,30038,1681484,58288801,131403912,19143190,997282,21,2294,139948,5433466,19817485,23994173,6679948,
AFMarkov1_95_1_95,95,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,12320,13,0,0,0,0,326,57353,1656716,1433280,0,0,0,2,1105,123500,7044706,16281572,572125,0,0,18,2483,187921,1352630,3099281,986610,0,0,33,3873,30406,78397,65963,
AFMarkov1_95_5_15,95,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,71,634,1076,2591,0,0,0,688,550,26526,92808,10393,840,0,581,49449,279084,91247,286434,45602,836,113,8478,361961,9606172,3175619,39406,17652,
AFMarkov1_95_5_70,95,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,71,634,1076,2591,0,0,0,3,419,26526,92808,10393,840,0,0,19,1382,64023,286434,45602,836,0,2,138,4998,19515,28212,17652,
AFMarkov1_95_5_95,95,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,0,8,1034,2591,0,0,0,0,0,0,665,10179,840,0,0,0,0,0,1,309,812,0,0,0,0,0,0,0,
AFMarkov1_95_10_15,95,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,63,43,712,1853,1,0,0,81,3859,18687,7189,7328,800,0,20,1326,43823,698966,199813,2951,373,
AFMarkov1_95_10_70,95,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,18,712,1853,1,0,0,0,0,46,2665,7328,800,0,0,0,3,188,677,961,373,
AFMarkov1_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,22,24,215,1,0,0,24,1230,6162,3255,249,84,0,5,392,14092,224397,72089,1394,8,
AFMarkov1_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,215,1,0,0,0,0,0,26,249,84,0,0,0,0,0,1,11,8,
AFMarkov1_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,2,24,1,0,0,1,96,3175,3080,14,5,0,0,0,94,17116,35020,1308,0,
AFMarkov1_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,
AFMarkov1_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov1_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
